"","community","species","family","Taxon","code","year_analisis","oil_type","oil_type_mg","oil_type_PER","PERoil"
"706","Temperate","Thymprae","Lamiaceae","Thymus praecox","300821-07",2023,"C17.0",0.12,0.07,18.307
"707","Temperate","Thymprae","Lamiaceae","Thymus praecox","300821-07",2023,"C18.0",4.31,2.35,18.307
"708","Temperate","Thymprae","Lamiaceae","Thymus praecox","300821-07",2023,"C18.1n7c",1.73,0.95,18.307
"709","Temperate","Thymprae","Lamiaceae","Thymus praecox","300821-07",2023,"C18.1n9c",28.55,15.6,18.307
"710","Temperate","Thymprae","Lamiaceae","Thymus praecox","300821-07",2023,"C18.2n6c",28.61,15.63,18.307
"711","Temperate","Thymprae","Lamiaceae","Thymus praecox","300821-07",2023,"C18.3n3",109.13,59.61,18.307
"712","Temperate","Thymprae","Lamiaceae","Thymus praecox","300821-07",2023,"C18.3n6",0,0,18.307
"713","Temperate","Thymprae","Lamiaceae","Thymus praecox","300821-07",2023,"C18.4n3",0,0,18.307
"714","Temperate","Thymprae","Lamiaceae","Thymus praecox","300821-07",2023,"C20.0",0.45,0.24,18.307
"715","Temperate","Thymprae","Lamiaceae","Thymus praecox","300821-07",2023,"C20.1n9",0.51,0.28,18.307
"716","Temperate","Thymprae","Lamiaceae","Thymus praecox","300821-07",2023,"C20.2n6",0,0,18.307
"717","Temperate","Thymprae","Lamiaceae","Thymus praecox","300821-07",2023,"C22.0",0.2,0.11,18.307
"718","Temperate","Thymprae","Lamiaceae","Thymus praecox","300821-07",2023,"C22.1n9",0,0,18.307
"719","Temperate","Thymprae","Lamiaceae","Thymus praecox","300821-07",2023,"C22.2n6",0,0,18.307
"720","Temperate","Thymprae","Lamiaceae","Thymus praecox","300821-07",2023,"C24.0",0.08,0.04,18.307
